line_id,speaker,text,translation,chapter,scene,order,source_file,source_row,source_kind
0000000000000,咲季,"『世界で一番可愛い』を自称してる
アイドルって、きっと他にもいるわ。","自称『世界第一可爱』的
偶像，肯定大有人在吧。",cidol/fktn,adv_cidol-fktn-3-000_02,26,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,26,cidol
0000000000000,咲季,"アイドルならみんな、そのくらいの
自信を持っているものでしょ？","既然是偶像，大家多少
都有这种自信不是吗？",cidol/fktn,adv_cidol-fktn-3-000_02,27,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,27,cidol
0000000000000,咲季,"わたしだって、自分の方が
ことねよりも可愛いって思ってるし。","就连我也觉得
自己比琴音更可爱呢。",cidol/fktn,adv_cidol-fktn-3-000_02,28,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,28,cidol
0000000000000,咲季,"だけど、この曲を作った人は……
ことねが世界一可愛いって信じてる。","但是创作这首歌的人……
坚信琴音才是世界第一可爱。",cidol/fktn,adv_cidol-fktn-3-000_02,30,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,30,cidol
0000000000000,咲季,"ことねこそが世界一可愛いんだぞ！
って歌われてる。","这首歌就是在歌颂
琴音才是世界第一可爱啊！",cidol/fktn,adv_cidol-fktn-3-000_02,31,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,31,cidol
0000000000000,咲季,"そうあって欲しいっていう、
想いが込められている。","里面饱含着
希望如此的思念。",cidol/fktn,adv_cidol-fktn-3-000_02,32,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,32,cidol
0000000000000,咲季,"でしょ？ なら、
曲にシンクロできない理由は明らかね。","对吧？那么
无法与歌曲共鸣的原因就很明显了。",cidol/fktn,adv_cidol-fktn-3-000_02,34,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,34,cidol
0000000000000,咲季,"足りないのは、誰よりも強い
自画自賛の気持ちよ！","你缺少的是比任何人都强烈的
自我赞美之心！",cidol/fktn,adv_cidol-fktn-3-000_02,35,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,35,cidol
0000000000000,咲季,"ストレートに！ 遠慮なしに！
歌に負けない想いを込めて！","直截了当！毫不客气！
用不输给歌曲的热情去唱！",cidol/fktn,adv_cidol-fktn-3-000_02,36,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,36,cidol
0000000000000,咲季,"ことねらしく、
自分賛歌を歌い上げなさい！","用琴音的风格，
唱响自我赞歌吧！",cidol/fktn,adv_cidol-fktn-3-000_02,37,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,37,cidol
0000000000000,咲季,"呆れるくらい自分大好き。
弱気になっても、そんな自分が大好き。","喜欢自己到令人发指的程度。
就算怯场时，也深爱着这样的自己。",cidol/fktn,adv_cidol-fktn-3-000_02,39,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,39,cidol
0000000000000,咲季,違う？,不对吗？,cidol/fktn,adv_cidol-fktn-3-000_02,40,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,40,cidol
0000000000000,咲季,そ。ライブには呼びなさいよ。,对。演唱会记得叫我哦。,cidol/fktn,adv_cidol-fktn-3-000_02,44,CSV/cidol/fktn/adv_cidol-fktn-3-000_02.csv,44,cidol
0000000000000,咲季,"そういうわけだから。
よろしく、ことね！","就是这么回事。
请多指教啦，琴音！",cidol/fktn,adv_cidol-fktn-3-016_01,5,CSV/cidol/fktn/adv_cidol-fktn-3-016_01.csv,5,cidol
0000000000000,咲季,"お疲れ様、手毬、ことね。
ねぇねぇ、どうだったかしら――","辛苦了，手毬、琴音。
那个那个，感觉怎么样呀——",cidol/fktn,adv_cidol-fktn-3-016_03,3,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,3,cidol
0000000000000,咲季,"花海咲季の
『がむしゃらに行こう！』は！","花海咲季的
『不顾一切地向前冲！』这段！",cidol/fktn,adv_cidol-fktn-3-016_03,4,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,4,cidol
0000000000000,咲季,ふへへぇ……♡ でっしょ～？,嘿嘿嘿……♡ 对吧～？,cidol/fktn,adv_cidol-fktn-3-016_03,8,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,8,cidol
0000000000000,咲季,"あなたたちと共演が決まって、一緒に
同じ楽曲をレッスンすることになって。","自从确定要和你们同台演出后，
就开始一起练习同一首曲子。",cidol/fktn,adv_cidol-fktn-3-016_03,9,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,9,cidol
0000000000000,咲季,"せっかくだから、見習えそうなところは
ぜんぶ見習ってみようかなって。","难得有机会，我就想着要把能学习的地方
全都学过来试试看。",cidol/fktn,adv_cidol-fktn-3-016_03,10,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,10,cidol
0000000000000,咲季,まだまだ付け焼刃だけど……,虽然还只是临时抱佛脚的程度……,cidol/fktn,adv_cidol-fktn-3-016_03,11,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,11,cidol
0000000000000,咲季,"じっくりと、
自分の力にしていくつもり。","但我打算慢慢地
把这些变成自己的东西。",cidol/fktn,adv_cidol-fktn-3-016_03,12,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,12,cidol
0000000000000,咲季,"な、なによもー、
ふたりしてそんなに褒めてぇ……","什、什么嘛～，
你们两个这么夸人家……",cidol/fktn,adv_cidol-fktn-3-016_03,16,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,16,cidol
0000000000000,咲季,"わたしたち……共演をきっかけに、
絆が深まっちゃったのかしら？","我们……难道是因为这次共演的契机，
羁绊变得更深了吗？",cidol/fktn,adv_cidol-fktn-3-016_03,17,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,17,cidol
0000000000000,咲季,"じゃーなによぉ～。
ちゃんと気付いているんだからね。","那～是什么意思嘛～。
我可是清楚察觉到了哦。",cidol/fktn,adv_cidol-fktn-3-016_03,20,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,20,cidol
0000000000000,咲季,"あなたたちの態度が、
いつもとちょっと違うって。","你们的态度，
感觉和平时有点不一样呢。",cidol/fktn,adv_cidol-fktn-3-016_03,21,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,21,cidol
0000000000000,咲季,"ふ～ん、観察してるうちに、わたしの
ことを好きになっちゃったのね♪","哼～嗯，看来你在观察过程中
喜欢上我了呢♪",cidol/fktn,adv_cidol-fktn-3-016_03,26,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,26,cidol
0000000000000,咲季,"ハァ～！？ 素直じゃないわね～！ 
ちょっとことね！ なに笑ってるの！！","哈啊～！？ 真是不坦率呢～！
喂琴音！你笑什么！！",cidol/fktn,adv_cidol-fktn-3-016_03,29,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,29,cidol
0000000000000,咲季,"ふふっ……それで、
わたしのいいところを
たくさん褒めてくれていたのね――","呵呵……原来如此，
所以你刚才才
拼命夸我的优点啊——",cidol/fktn,adv_cidol-fktn-3-016_03,37,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,37,cidol
0000000000000,咲季,うんうん、わたしもことねの……,嗯嗯，我也喜欢琴音的……,cidol/fktn,adv_cidol-fktn-3-016_03,40,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,40,cidol
0000000000000,咲季,"どんな楽曲でも可愛く歌って
踊れるところ、見習わせてもらったわ。","无论什么歌曲都能可爱地演唱
并舞蹈之处，让我好好学习了。",cidol/fktn,adv_cidol-fktn-3-016_03,41,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,41,cidol
0000000000000,咲季,"面白いじゃない！ 誰が一番ファンを
楽しませられるか、勝負よ！","不是很有趣吗！来比比看谁能
让粉丝最开心，一决胜负吧！",cidol/fktn,adv_cidol-fktn-3-016_03,45,CSV/cidol/fktn/adv_cidol-fktn-3-016_03.csv,45,cidol
0000000000000,咲季,"仕方ないでしょ。食糧生産システムは
『マザー』に制圧されてるんだから。","没办法啊。粮食生产系统
都被『Mother』控制了。",cidol/hrnm,adv_cidol-hrnm-3-012_02,3,CSV/cidol/hrnm/adv_cidol-hrnm-3-012_02.csv,3,cidol
0000000000000,咲季,プロデューサー！ いる！？,制作人！你在吗！？,cidol/hski,adv_cidol-hski-3-000_01,1,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,1,cidol
0000000000000,咲季,"落ち着いている場合じゃないのよ！
衝撃の事実に気づいてしまったわ……！","现在可不是冷静的时候！
我发现了一个惊人的事实……！",cidol/hski,adv_cidol-hski-3-000_01,3,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,3,cidol
0000000000000,咲季,一人前のアイドルって、みんな――,一个成熟的偶像啊，大家都——,cidol/hski,adv_cidol-hski-3-000_01,5,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,5,cidol
0000000000000,咲季,自分だけの持ち歌があるのよ！！,拥有属于自己的原创歌曲！！,cidol/hski,adv_cidol-hski-3-000_01,6,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,6,cidol
0000000000000,咲季,"反応が軽いわね！？ 
衝撃の事実でしょう！？","你的反应也太冷淡了吧！？
这难道不是震撼性的事实吗！？",cidol/hski,adv_cidol-hski-3-000_01,8,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,8,cidol
0000000000000,咲季,"未来のトップアイドルである
この花海咲季にっ……","作为未来顶级偶像的
我花海咲季……",cidol/hski,adv_cidol-hski-3-000_01,9,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,9,cidol
0000000000000,咲季,まだ持ち歌がないなんてッ！！,居然还没有自己的歌！！,cidol/hski,adv_cidol-hski-3-000_01,10,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,10,cidol
0000000000000,咲季,どう考えてもおかしいじゃない？？？,怎么想都很奇怪吧？？？,cidol/hski,adv_cidol-hski-3-000_01,11,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,11,cidol
0000000000000,咲季,おかしいじゃない！？,就是很奇怪啊！？,cidol/hski,adv_cidol-hski-3-000_01,13,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,13,cidol
0000000000000,咲季,"うんうん、同意してくれて嬉しいわ。
さすがわたしのプロデューサー。","嗯嗯，你能认同我真是太开心了。
不愧是我的制作人。",cidol/hski,adv_cidol-hski-3-000_01,15,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,15,cidol
0000000000000,咲季,じゃ、ちょうだい。,那么，给我吧。,cidol/hski,adv_cidol-hski-3-000_01,16,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,16,cidol
0000000000000,咲季,歌。わたしの。,歌。我的。,cidol/hski,adv_cidol-hski-3-000_01,18,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,18,cidol
0000000000000,咲季,"可愛くてぇ、かっこよくてぇ、
大人っぽい色気がある……","要可爱～帅气～
还要带点成熟的性感……",cidol/hski,adv_cidol-hski-3-000_01,20,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,20,cidol
0000000000000,咲季,わたしみたいな曲がいいわ！,我想要像我这样的歌曲！,cidol/hski,adv_cidol-hski-3-000_01,21,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,21,cidol
0000000000000,咲季,わたしみたいな曲。,像我这样的歌曲。,cidol/hski,adv_cidol-hski-3-000_01,23,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,23,cidol
0000000000000,咲季,"すぐ準備しなさい。
次のライブで歌いたいから。","快点准备吧。
因为我想在下次演唱会上唱。",cidol/hski,adv_cidol-hski-3-000_01,24,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,24,cidol
0000000000000,咲季,プロデューサーへの信頼の証よ。,这可是对制作人信任的证明哦。,cidol/hski,adv_cidol-hski-3-000_01,26,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,26,cidol
0000000000000,咲季,えっ？,诶？,cidol/hski,adv_cidol-hski-3-000_01,29,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,29,cidol
0000000000000,咲季,"えええええ！？ そういうことは
早く言いなさいよもぉ～～～っ！","诶诶诶诶！？这种事情
要早点说啊真是的～～～！",cidol/hski,adv_cidol-hski-3-000_01,31,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,31,cidol
0000000000000,咲季,"やっぱりプロデューサーって、
わたしのことわかってるのね！",果然制作人最懂我呢！,cidol/hski,adv_cidol-hski-3-000_01,32,CSV/cidol/hski/adv_cidol-hski-3-000_01.csv,32,cidol
0000000000000,咲季,やった♪ さっそく聴いてみるわ！,太好啦♪ 我马上就来听听看！,cidol/hski,adv_cidol-hski-3-000_02,2,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,2,cidol
0000000000000,咲季,うん、うん……いいわね！,嗯、嗯……很不错呢！,cidol/hski,adv_cidol-hski-3-000_02,3,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,3,cidol
0000000000000,咲季,"可愛くて、かっこよくて――
胸がドキドキしてくるような。","既可爱又帅气——
让人心跳加速的感觉。",cidol/hski,adv_cidol-hski-3-000_02,4,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,4,cidol
0000000000000,咲季,わたしにぴったりの曲だわ！,简直就是为我量身打造的曲子！,cidol/hski,adv_cidol-hski-3-000_02,5,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,5,cidol
0000000000000,咲季,うんっ！,嗯嗯！,cidol/hski,adv_cidol-hski-3-000_02,7,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,7,cidol
0000000000000,咲季,ん～っ、早く歌いた～いっ！,唔～好想快点唱～啊！,cidol/hski,adv_cidol-hski-3-000_02,8,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,8,cidol
0000000000000,咲季,プロデューサー！ 歌詞！！,制作人！歌词！！,cidol/hski,adv_cidol-hski-3-000_02,9,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,9,cidol
0000000000000,咲季,ありがと♪ ――ふむふむ……む。,谢谢♪ ——嗯嗯……唔。,cidol/hski,adv_cidol-hski-3-000_02,11,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,11,cidol
0000000000000,咲季,むむむっ……むむむむむ～～～～！,唔唔唔……唔唔唔唔唔～～～～！,cidol/hski,adv_cidol-hski-3-000_02,12,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,12,cidol
0000000000000,咲季,"ちょっとプロデューサー！ 
なによこの歌詞は！","喂制作人！
这歌词是怎么回事啊！",cidol/hski,adv_cidol-hski-3-000_02,13,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,13,cidol
0000000000000,咲季,そーね！ わたしにぴったりの歌詞ね！,确实！简直是专门为我写的歌词呢！,cidol/hski,adv_cidol-hski-3-000_02,16,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,16,cidol
0000000000000,咲季,ぴったりすぎて歌えないわよバカぁ！,贴切到根本唱不出口啦笨蛋！,cidol/hski,adv_cidol-hski-3-000_02,17,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,17,cidol
0000000000000,咲季,"ぐぬぬ……この曲を、感情移入せずに
歌える気がしない……","呜呜……感觉不投入感情
就唱不好这首歌……",cidol/hski,adv_cidol-hski-3-000_02,18,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,18,cidol
0000000000000,咲季,できないわ。,做不到啦。,cidol/hski,adv_cidol-hski-3-000_02,20,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,20,cidol
0000000000000,咲季,"わたしは、無敵の花海咲季で
いなくちゃいけないの。","我必须成为
无敌的花海咲季才行。",cidol/hski,adv_cidol-hski-3-000_02,21,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,21,cidol
0000000000000,咲季,強いわたしだけを見せていたいの。,只想让大家看到坚强的我。,cidol/hski,adv_cidol-hski-3-000_02,22,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,22,cidol
0000000000000,咲季,わたしがこの曲を歌ったら……,要是我唱这首歌的话……,cidol/hski,adv_cidol-hski-3-000_02,23,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,23,cidol
0000000000000,咲季,"心を込めれば込めるほど、
弱いわたしが顔を出すもの。","越是倾注真心，
软弱的我就越会显露出来。",cidol/hski,adv_cidol-hski-3-000_02,24,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,24,cidol
0000000000000,咲季,"はだかで歌うようなものじゃない。
見せられないわ、そんなの。","简直就像裸体唱歌一样。
那种样子…怎么能让人看到。",cidol/hski,adv_cidol-hski-3-000_02,25,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,25,cidol
0000000000000,咲季,……なんですって？,……你说什么？,cidol/hski,adv_cidol-hski-3-000_02,27,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,27,cidol
0000000000000,咲季,この曲が、<em\=>そう</em>だっていうの？,你是说这首歌<em\=>就是答案</em>？,cidol/hski,adv_cidol-hski-3-000_02,29,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,29,cidol
0000000000000,咲季,…………面白いじゃない。,……有意思。,cidol/hski,adv_cidol-hski-3-000_02,30,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,30,cidol
0000000000000,咲季,"プロデューサーって、
わたしを乗せるの、本当に上手よね。","制作人你呀，
真的很擅长说服我呢。",cidol/hski,adv_cidol-hski-3-000_02,31,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,31,cidol
0000000000000,咲季,いいわ、やってあげる。,好吧，我就试试看。,cidol/hski,adv_cidol-hski-3-000_02,32,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,32,cidol
0000000000000,咲季,"勝つためなんでしょ？ 
なら、なんだって挑戦するわよ……","是为了获胜对吧？
那…不管什么挑战我都接受……",cidol/hski,adv_cidol-hski-3-000_02,33,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,33,cidol
0000000000000,咲季,"できるかわからないけど……
すっごく恥ずかしいけど……","虽然不知道能不能做到…
虽然超级难为情……",cidol/hski,adv_cidol-hski-3-000_02,34,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,34,cidol
0000000000000,咲季,"新曲のライブで、
はだかになってみせるわ！","在新曲演唱会上，
我就豁出去裸唱给你看！",cidol/hski,adv_cidol-hski-3-000_02,35,CSV/cidol/hski/adv_cidol-hski-3-000_02.csv,35,cidol
0000000000000,咲季,……プロデューサー、どうしよう。,……制作人，怎么办啊。,cidol/hski,adv_cidol-hski-3-000_03,1,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,1,cidol
0000000000000,咲季,"妹が……佑芽が……
わたしのライブを観にきてるわ……！","妹妹她……佑芽她……
来看我的演出了……！",cidol/hski,adv_cidol-hski-3-000_03,2,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,2,cidol
0000000000000,咲季,ふん、当たり前でしょ。,哼，那还用说。,cidol/hski,adv_cidol-hski-3-000_03,4,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,4,cidol
0000000000000,咲季,"わたしがあの子をライブに
呼ばないはずがないじゃない。","我怎么可能会不叫那孩子
来看我的演出呢。",cidol/hski,adv_cidol-hski-3-000_03,5,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,5,cidol
0000000000000,咲季,"それはそれとして、悩んでいるの。
このままじゃ……","问题不在这里，我现在很烦恼。
这样下去的话……",cidol/hski,adv_cidol-hski-3-000_03,6,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,6,cidol
0000000000000,咲季,"わたしの妹への複雑な想いが
たっぷり込められた歌を――","这首饱含着我对妹妹
复杂感情的歌——",cidol/hski,adv_cidol-hski-3-000_03,7,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,7,cidol
0000000000000,咲季,"佑芽本人に
聴かせてしまうことになるわ。","就要让佑芽本人
亲耳听到了啊。",cidol/hski,adv_cidol-hski-3-000_03,8,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,8,cidol
0000000000000,咲季,"うぐぐ……これだから、
あの歌詞はまずいって言ったのよ……","呜呜……所以我才说
那歌词很糟糕嘛……",cidol/hski,adv_cidol-hski-3-000_03,9,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,9,cidol
0000000000000,咲季,"それがどうしたってのよ。
大事なのはいまどうするかでしょ。","那又怎么样啦。
重要的是现在该怎么办吧。",cidol/hski,adv_cidol-hski-3-000_03,11,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,11,cidol
0000000000000,咲季,"うぅぅぅ……実は情けないお姉ちゃん
なんだってばれたらどうしよう……","呜啊啊……要是被发现其实是个
没出息的姐姐该怎么办……",cidol/hski,adv_cidol-hski-3-000_03,13,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,13,cidol
0000000000000,咲季,うるさいわね！,吵死啦！,cidol/hski,adv_cidol-hski-3-000_03,15,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,15,cidol
0000000000000,咲季,"わかってるわよ！ これはあくまで、
覚悟を決めるためのルーティンだから！","我当然知道啦！这只是为了
下定决心而走的流程而已！",cidol/hski,adv_cidol-hski-3-000_03,16,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,16,cidol
0000000000000,咲季,ったく……,真是的……,cidol/hski,adv_cidol-hski-3-000_03,17,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,17,cidol
0000000000000,咲季,"…………プロデューサー、
なにかいい台詞を言いなさい。","…………制作人，
快说点帅气的台词。",cidol/hski,adv_cidol-hski-3-000_03,18,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,18,cidol
0000000000000,咲季,わたしが燃えるようなやつよ。,要能让我燃起来的那种哦。,cidol/hski,adv_cidol-hski-3-000_03,19,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,19,cidol
0000000000000,咲季,――なに、プロデューサー？,——怎么了，制作人？,cidol/hski,adv_cidol-hski-3-000_03,22,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,22,cidol
0000000000000,咲季,そ、そう？,真、真的吗？,cidol/hski,adv_cidol-hski-3-000_03,25,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,25,cidol
0000000000000,咲季,えへへぇ……♡,嘿嘿……♡,cidol/hski,adv_cidol-hski-3-000_03,27,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,27,cidol
0000000000000,咲季,そ、それほどでも……あるけどぉ～！,也、也没有那么厉害啦……不过确实如此～！,cidol/hski,adv_cidol-hski-3-000_03,28,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,28,cidol
0000000000000,咲季,"当然じゃない。
わたしを誰だと思ってるの？","这不是理所当然的吗。
你以为我是谁啊？",cidol/hski,adv_cidol-hski-3-000_03,31,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,31,cidol
0000000000000,咲季,未来のトップアイドル、花海咲季よ！,未来的顶级偶像——花海咲季！,cidol/hski,adv_cidol-hski-3-000_03,32,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,32,cidol
0000000000000,咲季,"心のままに、
不屈と勝利を歌ってくるわ！","我要随心所欲地
高唱不屈与胜利之歌！",cidol/hski,adv_cidol-hski-3-000_03,33,CSV/cidol/hski/adv_cidol-hski-3-000_03.csv,33,cidol
0000000000000,咲季,おはよう、プロデューサー。,早啊，制作人。,cidol/hski,adv_cidol-hski-3-001_01,2,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,2,cidol
0000000000000,咲季,"ええ～っ？ ほんとに突然ね。
……いいけど。","诶～？真的好突然呢。
……不过可以哦。",cidol/hski,adv_cidol-hski-3-001_01,4,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,4,cidol
0000000000000,咲季,じゃあ……一緒に朝ごはん食べる？,那……一起吃早餐？,cidol/hski,adv_cidol-hski-3-001_01,5,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,5,cidol
0000000000000,咲季,"どういたしまして。
ふふ～、どんどん食べなさい。","不客气。
呵呵～尽管多吃点。",cidol/hski,adv_cidol-hski-3-001_01,9,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,9,cidol
0000000000000,咲季,"見た目ではわかりにくいけど、
今日のメニューは新作なの。","虽然从外观上看不太出来，
今天的菜单是新研发的哦。",cidol/hski,adv_cidol-hski-3-001_01,10,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,10,cidol
0000000000000,咲季,"新しいフードペーストに、なにが
入っているか――わかるかしら？","猜猜看新调配的宠物食品里
加了什么——？",cidol/hski,adv_cidol-hski-3-001_01,11,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,11,cidol
0000000000000,咲季,"当たり！ なかなかやるわね、
プロデューサー。","答对啦！挺厉害的嘛，
制作人。",cidol/hski,adv_cidol-hski-3-001_01,13,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,13,cidol
0000000000000,咲季,"あ～……なんか、わたしと
一緒にいたいんだって。","啊～……说是想和我
待在一起什么的。",cidol/hski,adv_cidol-hski-3-001_01,16,CSV/cidol/hski/adv_cidol-hski-3-001_01.csv,16,cidol
